3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,2,2,2,2,2,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,4,4,2,2,2,2,2,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0
3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,4,4,4,4,2,2,2,2,2,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0
4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,0,4,4,4,4,4,4,4,4,4,0,0,0,0,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,4,4,0,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,4,4,4,0,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,4,4,4,0,0,4,4,4,4,0,7,0,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,0,0,0,4,0,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,0,0,0,0,0,0,0,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
